SMILES,xtbS1,xtbT1
O1[C@H]2[C@@H]1[C@H]1O[C@@H]21,5.998,5.994
C1[C@H]2[C@H]3[C@@H]1C[N@@]23,6.376,6.372
C1[C@H]2[C@H]3C[C@@H]1[C@@H]23,6.307,6.307
C1[C@H]2[C@H]3C[C@@H]1[N@@]23,6.375,6.371
C1[C@H]2[C@H]3C[N@@]1[C@@H]23,6.428,6.427
C1[C@H]2[C@H]3O[C@@H]1[C@@H]23,5.801,5.8
[C@H]12[C@@H]3[C@H]1[C@@H]1[C@H]2[C@H]31,5.809,5.808
[C@H]12[C@@H]3[C@H]1[N@@]1[C@H]2[C@H]31,5.699,5.696
c1cnncc1,3.578,3.578
c1cnnnc1,3.429,3.429
c1nncnn1,1.881,1.876
C1=N[N]N=C[N]1,2.618,2.618
c1nnnnc1,2.805,2.805
Cc1ccn[nH]1,5.971,5.188
Cc1ccno1,5.938,4.488
Cc1cnn[nH]1,6.018,4.878
Cc1cnno1,5.497,3.945
Cc1c[nH]nc1,5.882,5.242
Cc1c[nH]nn1,6.041,4.935
Cc1conc1,5.918,4.544
Cc1conn1,5.477,3.927
C[C]1N=C[N]N1,6.391,5.328
Cc1ncno1,5.776,5.126
Cc1n[nH]cc1,5.975,5.335
Cc1n[nH]cn1,6.317,5.42
Cc1n[nH]nc1,6.33,4.917
Cc1n[nH]nn1,6.228,5.177
Cc1nocc1,6.082,4.756
Cc1nocn1,5.87,5.256
Cc1nonc1,5.679,4.956
Cc1nonn1,5.262,4.564
Cn1cccn1,6.2,5.265
Cn1ccnn1,6.16,5.168
CN1[CH]N=C[N]1,6.628,5.44
Cn1cnnc1,6.369,6.084
Cn1cnnn1,6.11,6.072
Cn1nccn1,6.304,4.879
Cn1ncnn1,6.404,5.246
Cn1nnnn1,5.608,5.621
Nc1ccn[nH]1,4.38,4.301
Nc1ccno1,4.545,3.727
Nc1cnn[nH]1,4.307,4.054
Nc1cnno1,4.674,3.324
Nc1c[nH]nc1,4.656,4.259
Nc1c[nH]nn1,4.916,3.946
Nc1conc1,4.654,3.416
Nc1conn1,4.133,2.718
N[C]1N=C[N]N1,4.62,4.457
Nc1ncno1,5.229,4.251
Nc1n[nH]cc1,4.949,4.482
Nc1n[nH]cn1,4.792,4.408
Nc1n[nH]nc1,5.077,4.015
Nc1n[nH]nn1,5.136,3.962
Nc1nocc1,5.343,4.26
Nc1nocn1,5.27,4.016
Nc1nonc1,4.891,3.525
Nc1nonn1,4.222,2.907
O=c1[nH]cn[nH]1,4.978,4.768
O=c1[nH]cno1,5.845,5.152
O=c1[nH]nn[nH]1,5.75,4.458
O=c1[nH]nno1,6.208,4.662
O=c1ocno1,6.886,5.679
O=c1onno1,6.292,5.706
Oc1ccn[nH]1,5.017,4.909
Oc1c[nH]nc1,4.881,4.44
OC1=N[N]N[CH]1,5.326,4.184
Oc1ncn[nH]1,5.573,5.155
Oc1n[nH]cc1,5.367,4.744
O[C]1=NN[CH]N=1,5.607,4.867
Oc1n[nH]nc1,5.644,4.309
O[C]1=NN[N]N=1,6.15,4.51
Oc1nocc1,6.133,4.786
O[C]1=NOC=[N]=1,6.183,4.743
O[C]1=NO[N]N=1,5.441,3.828
CC#C/C(=N/O)/C,5.527,4.295
C/C(=N\O)/CC#C,5.611,5.305
C/C(=N\O)/CC#N,5.914,5.189
C/C(=N\O)/CC=O,4.116,4.083
C/C(=N\O)/CCO,5.746,5.148
CCC/C(=N/O)/C,6.002,5.272
COC/C(=N/O)/C,5.479,5.273
C/C(=N\O)/C(=N/O)/C,4.961,3.715
C/C(=N\O)/C(=O)N,4.524,4.291
CC(C)/C(=N/O)/C,6.044,5.295
C[C@@H](O)/C(=N/O)/C,5.346,5.295
C[C@H]1C/C(=N/O)/C1,5.845,5.321
CN1CC(=NO)C1,5.29,5.096
O/N=C/1\C[C@@H](O)C1,5.566,5.312
ON=C(C#C)C#C,5.341,3.812
CC/C(=N\O)/C#C,5.512,4.419
OC/C(=N\O)/C#C,5.518,4.296
CCC(=NO)CC,6.031,5.309
CC/C(=N\O)/CO,5.986,5.191
C[C@H]1CC/C/1=N\O,5.402,5.408
C[C@H]1NC/C/1=N\O,5.454,5.221
C[C@H]1OC/C/1=N\O,5.899,5.3
O/N=C/1\CC[C@H]1O,5.332,5.339
O/N=C/1\CC=CC1,5.936,5.088
O/N=C\1/CCC=C1,5.154,3.597
O/N=C\1/CNC=C1,4.204,2.577
ON=C1CCCC1,5.97,5.226
O/N=C\1/CCOC1,5.426,5.213
C/C(=N\O)/C1CC1,5.972,4.938
C/C(=N\O)/[C@H]1CN1,5.945,4.852
C/C(=N\O)/[C@H]1CO1,5.808,5.079
O/N=C/1\C[C@H]2C[C@@H]12,5.575,5.181
O/N=C/1\C[C@H]2N[C@@H]12,5.477,5.275
O/N=C/1\C[C@H]2O[C@@H]12,5.479,5.367
O/N=C/1\C[N@]2C[C@@H]12,5.338,5.021
FC(F)(F)C#C,8.171,8.179
FC(F)(F)C#N,9.181,9.152
FC(F)(F)C=O,4.278,4.271
NCC(F)(F)F,5.952,5.936
OCC(F)(F)F,6.839,6.838
CCC(F)(F)F,9.162,9.155
Cc1cc(C)c[nH]1,4.989,4.602
Cc1cc(C)co1,5.52,4.151
Cc1cc(N)c[nH]1,4.481,4.191
Cc1cc(N)co1,4.681,3.77
Cc1cc(O)c[nH]1,4.626,4.292
Cc1cc(O)co1,5.0,3.903
Cc1c[nH]c(N)c1,4.128,4.058
Cc1c[nH]c(O)c1,4.135,4.135
Cc1c[nH]c(O)n1,4.419,4.406
Cc1coc(N)c1,4.077,3.594
Cc1coc(N)n1,4.368,3.812
Cc1coc(O)n1,5.012,4.179
Cc1nc(C)c[nH]1,5.218,4.623
Cc1nc(C)co1,5.714,4.219
Cc1nc(N)co1,4.673,3.532
C[C]1N=C(O)[CH]N1,4.657,4.073
CC1=[N]=C(O)[CH]O1,5.057,3.689
Nc1cc(N)c[nH]1,3.882,3.88
Nc1cc(N)co1,3.891,3.452
Nc1cc(O)c[nH]1,3.871,3.863
Nc1cc(O)co1,3.888,3.486
Nc1c[nH]c(O)c1,3.883,3.882
Nc1c[nH]c(O)n1,3.895,3.88
Nc1coc(O)n1,4.355,3.634
Nc1nc(N)co1,4.0,3.422
N[C]1N=C(O)[CH]N1,3.746,3.737
NC1=[N]=C(O)[CH]O1,4.05,3.498
Oc1cc(O)c[nH]1,4.115,4.115
OC1=[N]=C(O)[CH]N1,3.944,3.944
Cc1ccc(C)[nH]1,4.965,4.408
Cc1ccc(C)o1,5.418,4.055
Cc1ccc(N)[nH]1,4.14,3.88
Cc1ccc(N)o1,4.096,3.494
Cc1ccc(O)[nH]1,4.341,4.109
Cc1cnc(C)o1,5.58,4.128
Cc1cnc(N)o1,4.422,3.692
Cc1cnc(O)[nH]1,4.66,4.241
Cc1cnc(O)o1,5.026,4.058
Cc1ncc(N)o1,4.369,3.408
Cc1ncc(O)[nH]1,4.498,4.094
Nc1ccc(N)[nH]1,3.449,3.394
Nc1ccc(N)o1,4.062,3.175
Nc1ccc(O)[nH]1,3.755,3.598
Nc1ccc(O)o1,3.49,3.297
Nc1cnc(N)o1,4.136,3.194
Nc1cnc(O)[nH]1,3.937,3.644
Nc1cnc(O)o1,3.677,3.323
Oc1ccc(O)[nH]1,3.801,3.801
Oc1cnc(O)[nH]1,4.031,3.845
Cc1c[nH]c(=O)[nH]1,4.221,4.06
Cc1c[nH]c(=O)o1,4.633,4.203
Cc1coc(=O)[nH]1,4.725,4.312
Cc1coc(=O)o1,5.362,4.593
Nc1c[nH]c(=O)[nH]1,3.587,3.519
Nc1c[nH]c(=O)o1,3.54,3.517
Nc1coc(=O)[nH]1,3.855,3.8
Nc1coc(=O)o1,3.674,3.571
Oc1c[nH]c(=O)[nH]1,3.651,3.651
Oc1c[nH]c(=O)o1,3.815,3.765
Oc1coc(=O)o1,4.244,4.187
Cn1ccc(C)c1,5.332,4.853
Cn1ccc(N)c1,4.295,4.234
Cn1ccc(O)c1,4.782,4.5
Cn1cnc(C)c1,5.585,4.926
Cn1cnc(N)c1,4.438,4.223
CN1[CH]N=C(O)[CH]1,4.964,4.397
O=c1cc[nH]cc1,4.149,3.644
O=c1cc[nH]cn1,4.21,4.131
O=c1ccocc1,3.96,3.839
O=c1ccocn1,3.967,3.967
O=c1ncocn1,3.906,3.906
N=c1occcc1,3.914,2.58
[NH]C1=NC=C[CH]O1,3.849,2.721
N=c1occnc1,3.888,2.456
N=c1ocncc1,4.364,3.068
[NH]C1=N[CH]N=CO1,4.161,3.466
O=c1[nH]cccc1,4.224,2.99
O=c1[nH]cccn1,4.109,3.124
O=c1[nH]ccnc1,3.975,2.788
O=c1[nH]cncc1,4.802,3.594
O=C1N[CH]N=C[N]1,3.933,3.933
O=c1occcc1,4.492,3.013
O=c1occcn1,3.898,3.237
O=c1occnc1,3.594,2.815
O=c1ocncc1,4.954,3.553
O=c1ocncn1,3.827,3.827
Cc1ccccc1,5.076,5.01
Cc1ccncc1,5.293,4.984
Cc1cnccc1,5.261,4.845
Cc1cnccn1,4.223,4.223
Cc1cncnc1,4.596,4.596
Cc1ncccc1,5.199,4.844
Cc1ncccn1,4.52,4.52
Cc1nccnc1,4.263,4.263
Cc1ncncc1,4.601,4.601
CC1=[N]=CN=C[N]1,4.603,4.603
Nc1ccccc1,4.51,3.936
Nc1cnccc1,4.526,3.698
Nc1cnccn1,4.447,3.495
Nc1cncnc1,4.488,3.463
Nc1ncccc1,4.629,3.875
Nc1ncccn1,4.689,3.908
Nc1nccnc1,4.446,3.495
Nc1ncncc1,4.842,4.188
NC1=[N]=CN=C[N]1,4.935,4.599
Oc1ccccc1,4.876,4.352
Oc1ccncc1,5.283,4.96
Oc1cnccc1,5.059,4.227
Oc1cnccn1,4.429,4.082
Oc1cncnc1,4.557,4.129
Oc1ncccc1,5.103,4.324
O[C]1=N[CH]C=CN=1,4.647,4.549
Oc1nccnc1,4.511,4.033
Oc1ncncc1,4.876,4.862
O[C]1=N[CH]N=CN=1,4.865,4.865
Cc1c(C)cc[nH]1,5.02,4.654
Cc1c(C)cco1,5.509,4.208
Cc1c(C)nc[nH]1,5.174,4.65
Cc1c(C)nco1,5.709,4.22
Cc1c(N)cc[nH]1,4.378,4.188
Cc1c(N)cco1,4.547,3.742
Cc1c(N)nco1,4.718,3.51
Cc1c(N)[nH]cc1,4.142,4.11
Cc1c(N)occ1,4.065,3.611
Cc1c(N)ocn1,4.249,3.508
Cc1c(O)cc[nH]1,4.45,4.271
Cc1c(O)cco1,4.773,3.867
C[C]1C(=N[CH]N1)O,4.453,4.08
C[C]1C(=[N]=CO1)O,5.032,3.646
Cc1c(O)[nH]cc1,4.386,4.383
Cc1c(O)[nH]cn1,4.5,4.329
Nc1c(N)cco1,3.668,3.286
Nc1c(N)nco1,3.961,3.069
Nc1c(O)cc[nH]1,3.833,3.776
Nc1c(O)cco1,3.787,3.418
N[C]1C(=N[CH]N1)O,3.746,3.607
N[C]1C(=[N]=CO1)O,4.041,3.129
Nc1c(O)[nH]cc1,3.984,3.96
Nc1c(O)[nH]cn1,4.005,3.917
Nc1c(O)occ1,3.554,3.415
Oc1c(O)cc[nH]1,3.6,3.6
O[C]1C(=N[CH]N1)O,3.929,3.898
Cc1c[nH]cc1C,5.081,4.913
Cc1c[nH]cc1N,4.449,4.38
Cc1c[nH]cc1O,4.57,4.516
Cc1cocc1C,5.655,4.35
Cc1cocc1N,4.391,3.885
Nc1c[nH]cc1N,4.443,4.357
Nc1c[nH]cc1O,4.342,4.279
Nc1cocc1N,4.807,3.935
Oc1c[nH]cc1O,4.493,4.471
Cn1cccc1C,5.243,4.788
Cn1cccc1N,4.448,4.248
Cn1cccc1O,4.556,4.516
Cn1ccnc1C,5.6,4.874
Cn1ccnc1O,5.026,4.707
Cn1cncc1C,5.553,4.873
Cn1cncc1O,4.756,4.579
Cn1cc[nH]c1=O,4.287,4.23
Cn1ccoc1=O,4.806,4.209
C#Cc1ccc[nH]1,5.061,4.121
C#Cc1ccco1,5.258,3.695
C#Cc1cnc[nH]1,5.331,4.205
C#Cc1cnco1,5.295,3.77
C#Cc1ncc[nH]1,5.308,4.169
C#Cc1ncco1,5.253,3.776
N#Cc1ccc[nH]1,5.279,4.088
N#Cc1ccco1,5.293,3.698
N#Cc1cnc[nH]1,5.6,4.214
N#Cc1cnco1,5.551,3.871
N#Cc1ncc[nH]1,5.411,4.053
N#Cc1ncco1,5.196,3.674
C#Cc1c[nH]cc1,5.109,4.638
C#Cc1c[nH]cn1,5.264,4.598
C#Cc1cocc1,5.684,4.158
C#Cc1cocn1,5.776,4.159
N#Cc1c[nH]cc1,5.25,4.608
N#Cc1c[nH]cn1,5.573,4.684
N#Cc1cocc1,5.508,4.146
N#Cc1cocn1,6.064,4.328
O=Cc1ccc[nH]1,4.107,3.285
O=Cc1ccco1,3.89,3.088
O=Cc1cnc[nH]1,4.132,3.41
O=Cc1cnco1,3.88,3.257
O=Cc1ncc[nH]1,4.118,3.244
O=Cc1ncco1,3.983,3.165
O=Cc1c[nH]cc1,4.151,3.656
O=Cc1c[nH]cn1,4.059,3.739
O=Cc1cocc1,4.042,3.56
O=Cc1cocn1,3.975,3.707
O=Cn1cccc1,4.264,3.502
O=Cn1ccnc1,4.53,3.669
C/N=c\1/[nH]cco1,4.064,3.835
CN=c1occo1,4.932,4.317
CCc1ccc[nH]1,4.868,4.783
CCc1ccco1,5.074,4.232
CCc1cnco1,5.607,4.308
CCc1ncc[nH]1,5.074,4.866
CCc1ncco1,5.668,4.388
CNc1ccc[nH]1,4.176,4.031
CNc1ccco1,4.329,3.611
CNc1cnco1,4.612,3.446
CNc1ncco1,4.76,3.783
COc1ccc[nH]1,4.533,4.417
COc1ccco1,4.913,3.973
COc1cnc[nH]1,4.752,4.391
COc1cnco1,5.163,3.902
COc1ncc[nH]1,4.864,4.558
COc1ncco1,5.478,4.273
NCc1ncco1,5.623,4.364
OCc1ccc[nH]1,5.147,4.677
OCc1ccco1,5.525,4.171
OCc1cnc[nH]1,5.405,4.71
OCc1cnco1,5.73,4.212
OCc1ncc[nH]1,5.47,4.77
OCc1ncco1,5.627,4.361
CCc1c[nH]cc1,4.936,4.928
CCc1c[nH]cn1,5.178,4.9
CCc1cocc1,5.367,4.356
CCc1cocn1,5.861,4.386
CNc1c[nH]cc1,4.346,4.341
CNc1c[nH]cn1,4.269,4.012
CNc1cocc1,4.597,3.774
CNc1cocn1,4.551,3.36
COc1c[nH]cc1,4.559,4.526
COC1=N[CH]N[CH]1,4.532,4.238
COc1cocc1,5.106,4.02
COC1=[N]=CO[CH]1,5.143,3.692
OCc1c[nH]cc1,4.999,4.957
OCc1c[nH]cn1,5.25,4.93
OCc1cocc1,5.368,4.371
OCc1cocn1,5.888,4.394
CCn1cccc1,5.211,5.018
CCn1ccnc1,5.689,5.134
C1Cc2cccn12,5.127,4.94
C1Cc2cncn12,5.452,5.128
C1Cc2nccn12,5.338,4.892
CC#CC(C)(C)C,6.915,6.912
CC#CC(C)(C)O,6.903,6.897
CC(C)(C)CC#C,7.64,7.622
CC(C)(C)CC#N,8.762,8.76
CC(C)(O)CC#C,7.507,7.506
CC(C)(O)CC#N,7.457,7.456
CC(C)(C)CC=O,4.381,4.38
CC(C)(C)NC=O,6.06,5.663
CC(C)(C)OC=O,6.113,6.112
CC(C)(O)CC=O,4.432,4.43
CC(C)(C)CCO,7.477,7.464
CC(C)(O)CCO,7.34,7.33
CCCC(C)(C)C,8.825,8.822
CCCC(C)(C)O,7.544,7.543
CCOC(C)(C)C,6.942,6.941
COCC(C)(C)C,6.658,6.657
COCC(C)(C)O,6.722,6.721
CC(=O)C(C)(C)C,4.498,4.494
CC(=O)C(C)(C)O,4.635,4.631
CC(C)(C)C(=O)N,5.891,5.811
CC(C)(O)C(=O)N,5.895,5.867
CC(C)C(C)(C)C,8.644,8.635
CC(C)C(C)(C)O,7.526,7.524
C[C@@H](O)C(C)(C)C,7.561,7.555
C[C@@H](O)C(C)(C)O,7.199,7.194
CC(=N)NC(=O)C,5.617,4.737
CC(=N)NC(=O)N,5.855,4.829
CC(=N)OC(=O)C,5.184,5.182
CC(=N)OC(=O)N,5.654,5.651
CC(=O)CC(=O)C,3.945,3.894
CC(=O)CC(=O)N,4.368,4.356
CC(=O)NC(=O)C,5.244,5.243
CC(=O)NC(=O)N,5.734,5.595
NC(=O)CC(=O)N,5.701,5.451
NC(=O)NC(=O)N,6.057,5.732
CC(C)CC(=O)C,4.414,4.411
CC(C)CC(=O)N,5.686,5.583
CC(C)NC(=O)C,5.873,5.391
CC(C)NC(=O)N,5.803,5.522
CC(C)OC(=O)C,5.984,5.985
CC(C)OC(=O)N,6.272,5.959
C[C@@H](O)CC(=O)C,4.278,4.274
C[C@@H](O)CC(=O)N,5.561,5.56
CC(C)CC(C)C,8.706,8.687
CC(C)C[C@@H](C)O,7.673,7.672
CC(C)OC(C)C,6.897,6.891
C[C@@H](O)C[C@@H](C)O,7.563,7.561
CC1(C)CC(=N)O1,5.981,5.904
CC1(C)CC(=O)C1,4.148,4.138
CC1(C)CC(=O)N1,6.033,5.534
CC1(C)CC(=O)O1,5.866,5.862
CC1(O)CC(=O)C1,4.199,4.19
CC1(C)CC(O)C1,7.291,7.29
C[C@@]1(O)C[C@@H](O)C1,7.025,7.022
CC1CC(C)(C)C1,8.116,8.111
C[C@H]1CC(C)(C)O1,7.064,7.056
C[C@H]1C[C@@](C)(O)C1,7.228,7.227
CN1CC(C)(O)C1,5.78,5.755
CC1(C)CC1(C)C,7.104,7.102
CC1(C)C[C@]1(C)O,6.225,6.223
CC1(C)OC1(C)C,7.452,7.449
C[C@@]1(O)C[C@]1(C)O,6.415,6.406
C[C@@]12C[C@@](C)(C1)C2,8.188,8.186
C[C@@]12C[C@@](C)(C1)O2,6.573,6.568
C[C@@]12C[C@@](O)(C1)C2,7.163,7.162
O[C@@]12C[C@@](O)(C1)C2,6.916,6.916
CC(C)(C#C)C#C,7.694,7.689
CC(C)(C#C)C#N,7.744,7.741
CC(C)(C#N)C#N,9.262,9.254
C[C@@](N)(C#C)C#N,6.537,6.535
CC(N)(C#N)C#N,6.44,6.439
CC(O)(C#C)C#C,7.596,7.59
C[C@@](O)(C#C)C#N,7.627,7.615
CC(O)(C#N)C#N,7.788,7.786
CC(C)(C=O)C#C,4.452,4.443
CC(C)(C=O)C#N,4.547,4.543
C[C@@](O)(C=O)C#C,4.482,4.469
C[C@@](O)(C=O)C#N,4.655,4.65
CC(C)(C=O)C=O,3.807,3.73
CC(O)(C=O)C=O,3.919,3.875
CC(C)(CO)C#C,7.352,7.347
CC(C)(CO)C#N,7.466,7.449
C[C@@](N)(CN)C#N,6.117,6.102
C[C@@](N)(CO)C#N,6.373,6.368
C[C@@](O)(CN)C#N,6.079,6.06
C[C@@](O)(CO)C#C,7.2,7.198
C[C@@](O)(CO)C#N,6.849,6.844
CCC(C)(C)C#C,7.811,7.809
CCC(C)(C)C#N,8.943,8.937
CC[C@@](C)(N)C#N,6.468,6.46
CC[C@@](C)(O)C#C,7.366,7.361
CC[C@@](C)(O)C#N,7.62,7.619
CNC(C)(C)C#N,6.079,6.056
COC(C)(C)C#C,7.006,7.004
COC(C)(C)C#N,7.201,7.199
CC(C)(CO)C=O,4.423,4.424
C[C@@](O)(CO)C=O,4.307,4.309
CCC(C)(C)C=O,4.472,4.47
CC[C@@](C)(O)C=O,4.395,4.39
COC(C)(C)C=O,4.407,4.402
CC(C)(CO)CO,7.2,7.18
CC(O)(CO)CO,6.729,6.723
CCC(C)(C)CC,8.734,8.722
CCC(C)(C)CO,7.415,7.397
CCC(C)(C)OC,6.902,6.9
CCC(C)(O)CC,7.456,7.452
CC[C@@](C)(O)CO,7.335,7.325
COC(C)(C)CO,6.957,6.956
CC#CCC(=O)C,4.345,4.339
CC#CCC(=O)N,5.561,5.512
CC#CCC(C)C,6.863,6.86
CC#CC[C@@H](C)O,6.766,6.752
CC(=O)C#CC#C,4.16,4.159
CC(=O)C#CC#N,4.054,4.052
NC(=O)C#CC#C,5.224,4.992
NC(=O)C#CC#N,5.203,4.915
CC(=O)C#CC=O,4.094,4.098
NC(=O)C#CC=O,3.995,3.997
CC(=N)OCC#C,6.103,5.864
CC(=N)OCC#N,6.117,5.938
CC(=O)CCC#C,4.45,4.447
CC(=O)CCC#N,4.498,4.495
CC(=O)NCC#C,5.842,5.411
CC(=O)NCC#N,5.888,5.454
CC(=O)OCC#C,6.061,6.059
CC(=O)OCC#N,6.1,6.095
NC(=O)CCC#C,5.711,5.505
NC(=O)CCC#N,5.762,5.52
NC(=O)NCC#C,5.604,5.513
NC(=O)NCC#N,5.53,5.53
NC(=O)OCC#C,6.243,5.943
NC(=O)OCC#N,6.254,5.949
CC(=N)OCC=O,4.486,4.484
CC(=O)CCC=O,4.416,4.416
CC(=O)CNC=O,4.44,4.433
CC(=O)COC=N,4.443,4.439
CC(=O)COC=O,4.427,4.422
CC(=O)NCC=O,4.533,4.533
CC(=O)OCC=O,4.36,4.358
NC(=O)CCC=O,4.432,4.431
NC(=O)CNC=O,5.371,5.359
NC(=O)COC=N,5.755,5.601
NC(=O)COC=O,5.682,5.658
NC(=O)NCC=O,4.534,4.533
NC(=O)OCC=O,4.304,4.3
CC(C)C#CC#C,5.957,5.937
CC(C)C#CC#N,6.424,6.4
C[C@@H](O)C#CC#C,5.935,5.943
C[C@@H](O)C#CC#N,6.463,6.474
CC(C)C#CC=O,4.138,4.138
C[C@@H](O)C#CC=O,4.127,4.129
CC(C)CCC#C,7.691,7.689
CC(C)CCC#N,8.533,8.518
CC(C)NCC#N,5.685,5.663
CC(C)OCC#C,6.73,6.724
CC(C)OCC#N,6.648,6.642
C[C@@H](O)CCC#C,7.437,7.428
C[C@@H](O)CCC#N,7.415,7.404
CN(C)CCC#N,5.441,5.399
CC(C)CCC=O,4.394,4.394
CC(C)CNC=O,5.941,5.73
CC(C)COC=O,6.23,6.233
CC(C)OCC=O,4.305,4.306
C[C@@H](O)CCC=O,4.409,4.408
C[C@@H](O)CNC=O,5.891,5.743
C[C@@H](O)COC=N,6.063,6.05
C[C@@H](O)COC=O,6.201,6.197
C/N=C/NC(=O)C,5.387,4.68
C/N=C/NC(=O)N,5.841,4.94
C/N=C/OC(=O)C,5.49,5.486
C/N=C/OC(=O)N,5.86,5.794
C/N=C/OC(C)C,6.227,5.992
CC(=O)C#CCO,4.228,4.226
CCC#CC(=O)C,4.167,4.166
CCC#CC(=O)N,5.452,5.249
NC(=O)C#CCO,4.995,5.01
CC(C)C#CCO,6.804,6.8
C[C@@H](O)C#CCO,6.915,6.912
CCC#CC(C)C,6.95,6.947
CCC#C[C@@H](C)O,6.908,6.899
CO/C=N/C(C)C,6.273,6.13
CC(=N)OCCO,6.104,5.852
CC(=O)CCCO,4.451,4.448
CC(=O)NCCO,5.598,5.285
CC(=O)OCCO,6.02,6.021
CCCCC(=O)C,4.394,4.391
CCCCC(=O)N,5.68,5.521
CCCNC(=O)C,5.765,5.337
CCCNC(=O)N,5.726,5.477
CCCOC(=O)C,5.968,5.968
CCCOC(=O)N,6.072,5.888
CCOCC(=O)C,4.38,4.375
CCOCC(=O)N,5.685,5.616
COCCC(=O)C,4.435,4.431
COCCC(=O)N,5.728,5.575
NC(=O)CCCO,5.718,5.568
NC(=O)NCCO,5.612,5.365
NC(=O)OCCO,6.176,5.902
CC(C)CCCO,7.413,7.399
CC(C)OCCO,6.814,6.81
C[C@@H](O)CCCO,7.256,7.245
CCCCC(C)C,8.703,8.693
CCCC[C@@H](C)O,7.578,7.574
CCCOC(C)C,6.878,6.871
CCOCC(C)C,6.68,6.68
CCOC[C@@H](C)O,6.619,6.618
COCCC(C)C,6.623,6.621
COCC[C@@H](C)O,6.608,6.607
CC1(C)CCC1=O,4.184,4.174
CC1(C)CNC1=O,6.115,5.749
CC1(C)COC1=N,6.518,6.166
CC1(C)COC1=O,5.963,5.958
CC1(C)NCC1=O,4.149,4.139
CC1(C)OCC1=O,4.195,4.183
C[C@@]1(N)COC1=O,5.876,5.877
C[C@@]1(O)CCC1=O,3.996,3.983
C[C@@]1(O)CNC1=O,5.828,5.707
C[C@@]1(O)COC1=N,6.031,6.036
C[C@@]1(O)COC1=O,5.656,5.651
CC1(C)CC[C@H]1O,7.133,7.129
CC1(C)OC[C@H]1O,7.041,7.039
C[C@@]1(O)CC[C@H]1O,6.684,6.681
C[C@H]1CCC1(C)C,8.008,8.005
C[C@H]1CC[C@]1(C)O,7.037,7.035
C[C@H]1COC1(C)C,7.019,7.017
C[C@H]1OCC1(C)C,7.093,7.086
C[C@H]1OC[C@]1(C)O,6.954,6.947
CC1(C)C[C@H]1C#C,6.82,6.819
CC1(C)C[C@H]1C#N,7.305,7.304
CC1(C)N[C@H]1C#C,6.539,6.53
CC1(C)N[C@H]1C#N,6.71,6.696
CC1(C)O[C@H]1C#C,7.104,7.066
CC1(C)O[C@H]1C#N,7.293,7.284
C[C@@]1(O)C[C@H]1C#C,6.019,6.018
C[C@@]1(O)C[C@H]1C#N,6.176,6.173
CC1(C)C[C@H]1C=O,4.477,4.485
CC1(C)CN1C=O,5.349,5.216
CC1(C)N[C@H]1C=O,4.304,4.29
CC1(C)O[C@H]1C=O,4.329,4.326
C[C@@]1(O)C[C@H]1C=O,4.062,4.071
CC1(C)C[C@H]1CO,7.22,7.217
CC1(C)N[C@H]1CO,6.621,6.615
CC1(C)O[C@H]1CO,7.156,7.147
C[C@@]1(O)C[C@H]1CO,6.185,6.185
CC[C@H]1CC1(C)C,7.247,7.245
CC[C@H]1C[C@]1(C)O,6.191,6.189
CC[C@H]1OC1(C)C,7.319,7.311
CCN1CC1(C)C,6.108,6.079
CO[C@H]1CC1(C)C,6.397,6.395
CO[C@H]1C[C@]1(C)O,5.691,5.689
CC1(C)CC=CC1,6.381,5.228
CC1(C)CN=CO1,6.743,5.744
C[C@@]1(O)CC=CC1,6.372,5.242
CC1(C)CCC=C1,6.11,5.331
CC1(C)COC=N1,6.751,5.815
CC1(C)OCC=C1,6.073,5.123
C[C@@]1(O)CCC=C1,6.516,5.344
CC1(C)CCCC1,8.527,8.522
CC1(C)CCCO1,6.783,6.78
CC1(C)CCOC1,6.829,6.822
CC1(C)COCO1,6.639,6.631
CC1(C)OCCO1,6.742,6.738
CC1(O)CCCC1,7.375,7.374
C[C@@]1(O)CCOC1,6.728,6.72
CC1(C)[C@@H](O)[C@H]1O,6.163,6.159
C[C@@]1(O)[C@@H](O)[C@H]1O,5.811,5.807
C[C@H]1[C@@H](C)C1(C)C,7.1,7.099
C[C@H]1[C@@H](C)[C@]1(C)O,6.08,6.08
C[C@H]1[C@@H](O)C1(C)C,6.194,6.193
C[C@H]1[C@@H](O)[C@]1(C)O,5.821,5.82
C[C@H]1N(C)C1(C)C,5.996,5.979
O=C(CC#C)C#C,4.088,4.092
O=C(CC#C)C#N,3.92,3.914
O=C(CC#N)C#C,4.459,4.455
O=C(CC#N)C#N,4.172,4.17
O=CC(=O)CC#C,2.11,2.11
O=CC(=O)CC#N,2.259,2.254
N=C(NC=O)C#C,5.344,4.606
N=C(OC=O)C#C,5.306,5.306
N=C(OC=O)C#N,5.087,5.087
N=CNC(=N)C#N,4.843,3.874
N=CNC(=O)C#C,5.373,4.564
N=COC(=O)C#C,5.535,5.535
N=COC(=O)C#N,5.287,5.287
O=CNC(=O)C#C,4.945,4.945
N=C(NC=O)C=O,3.469,3.469
[NH][C](OC=O)C=O,3.566,3.562
N=CNC(=N)C=O,3.395,2.978
N=CNC(=O)C=O,2.874,2.874
N=COC(=O)C=O,3.027,3.027
O=CNC(=O)C=O,2.749,2.749
CC#CC(=O)C#C,4.182,4.182
CC#CC(=O)C#N,3.986,3.986
